BFS_NR_GEMEINDE,GEMEINDE_NAME,BEZIRK_NR,BEZIRK_NAME,JAHR,GESCHLECHT_CODE,GESCHLECHT_BEZEICHNUNG,ALTER5KLASSEN_CODE,ALTER5KLASSEN_BEZEICHNUNG,ANZAHL_PERSONEN
4486,Hauptwil-Gottshaus,2015,Bezirk Weinfelden,2018,2,Weiblich,0,4 Jahre oder jünger,64, 
4486,Hauptwil-Gottshaus,2015,Bezirk Weinfelden,2018,2,Weiblich,5,5 bis 9 Jahre,52, 
4486,Hauptwil-Gottshaus,2015,Bezirk Weinfelden,2018,2,Weiblich,10,10 bis 14 Jahre,49, 
4486,Hauptwil-Gottshaus,2015,Bezirk Weinfelden,2018,2,Weiblich,15,15 bis 19 Jahre,56, 
4486,Hauptwil-Gottshaus,2015,Bezirk Weinfelden,2018,2,Weiblich,20,20 bis 24 Jahre,50, 
4486,Hauptwil-Gottshaus,2015,Bezirk Weinfelden,2018,2,Weiblich,25,25 bis 29 Jahre,63, 
4486,Hauptwil-Gottshaus,2015,Bezirk Weinfelden,2018,2,Weiblich,30,30 bis 34 Jahre,78, 
4486,Hauptwil-Gottshaus,2015,Bezirk Weinfelden,2018,2,Weiblich,35,35 bis 39 Jahre,54, 
4486,Hauptwil-Gottshaus,2015,Bezirk Weinfelden,2018,2,Weiblich,40,40 bis 44 Jahre,58, 
4486,Hauptwil-Gottshaus,2015,Bezirk Weinfelden,2018,2,Weiblich,45,45 bis 49 Jahre,79, 
4486,Hauptwil-Gottshaus,2015,Bezirk Weinfelden,2018,2,Weiblich,50,50 bis 54 Jahre,70, 
4486,Hauptwil-Gottshaus,2015,Bezirk Weinfelden,2018,2,Weiblich,55,55 bis 59 Jahre,67, 
4486,Hauptwil-Gottshaus,2015,Bezirk Weinfelden,2018,2,Weiblich,60,60 bis 64 Jahre,63, 
4486,Hauptwil-Gottshaus,2015,Bezirk Weinfelden,2018,2,Weiblich,65,65 bis 69 Jahre,49, 
4486,Hauptwil-Gottshaus,2015,Bezirk Weinfelden,2018,2,Weiblich,70,70 bis 74 Jahre,32, 
4486,Hauptwil-Gottshaus,2015,Bezirk Weinfelden,2018,2,Weiblich,75,75 bis 79 Jahre,21, 
4486,Hauptwil-Gottshaus,2015,Bezirk Weinfelden,2018,2,Weiblich,80,80 bis 84 Jahre,19, 
4486,Hauptwil-Gottshaus,2015,Bezirk Weinfelden,2018,2,Weiblich,85,85 bis 89 Jahre,5, 
4486,Hauptwil-Gottshaus,2015,Bezirk Weinfelden,2018,2,Weiblich,90,90+ Jahre,9, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,1,Männlich,0,4 Jahre oder jünger,19, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,1,Männlich,5,5 bis 9 Jahre,19, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,1,Männlich,10,10 bis 14 Jahre,16, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,1,Männlich,15,15 bis 19 Jahre,17, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,1,Männlich,20,20 bis 24 Jahre,28, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,1,Männlich,25,25 bis 29 Jahre,21, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,1,Männlich,30,30 bis 34 Jahre,22, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,1,Männlich,35,35 bis 39 Jahre,11, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,1,Männlich,40,40 bis 44 Jahre,15, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,1,Männlich,45,45 bis 49 Jahre,22, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,1,Männlich,50,50 bis 54 Jahre,36, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,1,Männlich,55,55 bis 59 Jahre,25, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,1,Männlich,60,60 bis 64 Jahre,23, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,1,Männlich,65,65 bis 69 Jahre,6, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,1,Männlich,70,70 bis 74 Jahre,9, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,1,Männlich,75,75 bis 79 Jahre,4, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,1,Männlich,80,80 bis 84 Jahre,4, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,1,Männlich,85,85 bis 89 Jahre,4, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,1,Männlich,90,90+ Jahre,2, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,2,Weiblich,0,4 Jahre oder jünger,15, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,2,Weiblich,5,5 bis 9 Jahre,4, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,2,Weiblich,10,10 bis 14 Jahre,17, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,2,Weiblich,15,15 bis 19 Jahre,22, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,2,Weiblich,20,20 bis 24 Jahre,16, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,2,Weiblich,25,25 bis 29 Jahre,16, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,2,Weiblich,30,30 bis 34 Jahre,19, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,2,Weiblich,35,35 bis 39 Jahre,17, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,2,Weiblich,40,40 bis 44 Jahre,15, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,2,Weiblich,45,45 bis 49 Jahre,30, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,2,Weiblich,50,50 bis 54 Jahre,26, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,2,Weiblich,55,55 bis 59 Jahre,29, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,2,Weiblich,60,60 bis 64 Jahre,21, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,2,Weiblich,65,65 bis 69 Jahre,5, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,2,Weiblich,70,70 bis 74 Jahre,10, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,2,Weiblich,75,75 bis 79 Jahre,5, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,2,Weiblich,80,80 bis 84 Jahre,8, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,2,Weiblich,85,85 bis 89 Jahre,7, 
4495,Hohentannen,2015,Bezirk Weinfelden,2018,2,Weiblich,90,90+ Jahre,1, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,1,Männlich,0,4 Jahre oder jünger,118, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,1,Männlich,5,5 bis 9 Jahre,88, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,1,Männlich,10,10 bis 14 Jahre,77, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,1,Männlich,15,15 bis 19 Jahre,72, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,1,Männlich,20,20 bis 24 Jahre,108, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,1,Männlich,25,25 bis 29 Jahre,139, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,1,Männlich,30,30 bis 34 Jahre,164, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,1,Männlich,35,35 bis 39 Jahre,120, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,1,Männlich,40,40 bis 44 Jahre,111, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,1,Männlich,45,45 bis 49 Jahre,135, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,1,Männlich,50,50 bis 54 Jahre,150, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,1,Männlich,55,55 bis 59 Jahre,154, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,1,Männlich,60,60 bis 64 Jahre,116, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,1,Männlich,65,65 bis 69 Jahre,114, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,1,Männlich,70,70 bis 74 Jahre,59, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,1,Männlich,75,75 bis 79 Jahre,53, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,1,Männlich,80,80 bis 84 Jahre,26, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,1,Männlich,85,85 bis 89 Jahre,22, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,1,Männlich,90,90+ Jahre,9, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,2,Weiblich,0,4 Jahre oder jünger,95, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,2,Weiblich,5,5 bis 9 Jahre,92, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,2,Weiblich,10,10 bis 14 Jahre,71, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,2,Weiblich,15,15 bis 19 Jahre,85, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,2,Weiblich,20,20 bis 24 Jahre,112, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,2,Weiblich,25,25 bis 29 Jahre,126, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,2,Weiblich,30,30 bis 34 Jahre,134, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,2,Weiblich,35,35 bis 39 Jahre,118, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,2,Weiblich,40,40 bis 44 Jahre,97, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,2,Weiblich,45,45 bis 49 Jahre,115, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,2,Weiblich,50,50 bis 54 Jahre,151, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,2,Weiblich,55,55 bis 59 Jahre,142, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,2,Weiblich,60,60 bis 64 Jahre,119, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,2,Weiblich,65,65 bis 69 Jahre,97, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,2,Weiblich,70,70 bis 74 Jahre,56, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,2,Weiblich,75,75 bis 79 Jahre,49, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,2,Weiblich,80,80 bis 84 Jahre,41, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,2,Weiblich,85,85 bis 89 Jahre,32, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2018,2,Weiblich,90,90+ Jahre,17, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,1,Männlich,0,4 Jahre oder jünger,95, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,1,Männlich,5,5 bis 9 Jahre,99, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,1,Männlich,10,10 bis 14 Jahre,96, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,1,Männlich,15,15 bis 19 Jahre,89, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,1,Männlich,20,20 bis 24 Jahre,168, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,1,Männlich,25,25 bis 29 Jahre,120, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,1,Männlich,30,30 bis 34 Jahre,134, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,1,Männlich,35,35 bis 39 Jahre,151, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,1,Männlich,40,40 bis 44 Jahre,122, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,1,Männlich,45,45 bis 49 Jahre,133, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,1,Männlich,50,50 bis 54 Jahre,136, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,1,Männlich,55,55 bis 59 Jahre,158, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,1,Männlich,60,60 bis 64 Jahre,112, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,1,Männlich,65,65 bis 69 Jahre,106, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,1,Männlich,70,70 bis 74 Jahre,76, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,1,Männlich,75,75 bis 79 Jahre,54, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,1,Männlich,80,80 bis 84 Jahre,38, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,1,Männlich,85,85 bis 89 Jahre,22, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,1,Männlich,90,90+ Jahre,10, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,2,Weiblich,0,4 Jahre oder jünger,96, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,2,Weiblich,5,5 bis 9 Jahre,94, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,2,Weiblich,10,10 bis 14 Jahre,94, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,2,Weiblich,15,15 bis 19 Jahre,101, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,2,Weiblich,20,20 bis 24 Jahre,111, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,2,Weiblich,25,25 bis 29 Jahre,141, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,2,Weiblich,30,30 bis 34 Jahre,150, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,2,Weiblich,35,35 bis 39 Jahre,115, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,2,Weiblich,40,40 bis 44 Jahre,98, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,2,Weiblich,45,45 bis 49 Jahre,131, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,2,Weiblich,50,50 bis 54 Jahre,163, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,2,Weiblich,55,55 bis 59 Jahre,134, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,2,Weiblich,60,60 bis 64 Jahre,127, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,2,Weiblich,65,65 bis 69 Jahre,85, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,2,Weiblich,70,70 bis 74 Jahre,84, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,2,Weiblich,75,75 bis 79 Jahre,73, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,2,Weiblich,80,80 bis 84 Jahre,53, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,2,Weiblich,85,85 bis 89 Jahre,39, 
4506,Sulgen,2015,Bezirk Weinfelden,2018,2,Weiblich,90,90+ Jahre,34, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,1,Männlich,0,4 Jahre oder jünger,80, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,1,Männlich,5,5 bis 9 Jahre,70, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,1,Männlich,10,10 bis 14 Jahre,68, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,1,Männlich,15,15 bis 19 Jahre,76, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,1,Männlich,20,20 bis 24 Jahre,85, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,1,Männlich,25,25 bis 29 Jahre,65, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,1,Männlich,30,30 bis 34 Jahre,79, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,1,Männlich,35,35 bis 39 Jahre,85, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,1,Männlich,40,40 bis 44 Jahre,71, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,1,Männlich,45,45 bis 49 Jahre,87, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,1,Männlich,50,50 bis 54 Jahre,103, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,1,Männlich,55,55 bis 59 Jahre,106, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,1,Männlich,60,60 bis 64 Jahre,71, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,1,Männlich,65,65 bis 69 Jahre,67, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,1,Männlich,70,70 bis 74 Jahre,44, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,1,Männlich,75,75 bis 79 Jahre,36, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,1,Männlich,80,80 bis 84 Jahre,18, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,1,Männlich,85,85 bis 89 Jahre,15, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,1,Männlich,90,90+ Jahre,7, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,2,Weiblich,0,4 Jahre oder jünger,57, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,2,Weiblich,5,5 bis 9 Jahre,77, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,2,Weiblich,10,10 bis 14 Jahre,54, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,2,Weiblich,15,15 bis 19 Jahre,59, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,2,Weiblich,20,20 bis 24 Jahre,89, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,2,Weiblich,25,25 bis 29 Jahre,70, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,2,Weiblich,30,30 bis 34 Jahre,79, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,2,Weiblich,35,35 bis 39 Jahre,85, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,2,Weiblich,40,40 bis 44 Jahre,80, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,2,Weiblich,45,45 bis 49 Jahre,76, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,2,Weiblich,50,50 bis 54 Jahre,91, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,2,Weiblich,55,55 bis 59 Jahre,87, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,2,Weiblich,60,60 bis 64 Jahre,69, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,2,Weiblich,65,65 bis 69 Jahre,59, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,2,Weiblich,70,70 bis 74 Jahre,45, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,2,Weiblich,75,75 bis 79 Jahre,28, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,2,Weiblich,80,80 bis 84 Jahre,22, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,2,Weiblich,85,85 bis 89 Jahre,10, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2018,2,Weiblich,90,90+ Jahre,15, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,1,Männlich,0,4 Jahre oder jünger,52, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,1,Männlich,5,5 bis 9 Jahre,34, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,1,Männlich,10,10 bis 14 Jahre,55, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,1,Männlich,15,15 bis 19 Jahre,60, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,1,Männlich,20,20 bis 24 Jahre,71, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,1,Männlich,25,25 bis 29 Jahre,40, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,1,Männlich,30,30 bis 34 Jahre,57, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,1,Männlich,35,35 bis 39 Jahre,56, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,1,Männlich,40,40 bis 44 Jahre,48, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,1,Männlich,45,45 bis 49 Jahre,71, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,1,Männlich,50,50 bis 54 Jahre,89, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,1,Männlich,55,55 bis 59 Jahre,77, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,1,Männlich,60,60 bis 64 Jahre,68, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,1,Männlich,65,65 bis 69 Jahre,50, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,1,Männlich,70,70 bis 74 Jahre,43, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,1,Männlich,75,75 bis 79 Jahre,30, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,1,Männlich,80,80 bis 84 Jahre,23, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,1,Männlich,85,85 bis 89 Jahre,9, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,1,Männlich,90,90+ Jahre,8, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,2,Weiblich,0,4 Jahre oder jünger,40, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,2,Weiblich,5,5 bis 9 Jahre,42, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,2,Weiblich,10,10 bis 14 Jahre,46, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,2,Weiblich,15,15 bis 19 Jahre,58, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,2,Weiblich,20,20 bis 24 Jahre,41, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,2,Weiblich,25,25 bis 29 Jahre,36, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,2,Weiblich,30,30 bis 34 Jahre,50, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,2,Weiblich,35,35 bis 39 Jahre,54, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,2,Weiblich,40,40 bis 44 Jahre,50, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,2,Weiblich,45,45 bis 49 Jahre,73, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,2,Weiblich,50,50 bis 54 Jahre,103, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,2,Weiblich,55,55 bis 59 Jahre,73, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,2,Weiblich,60,60 bis 64 Jahre,57, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,2,Weiblich,65,65 bis 69 Jahre,45, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,2,Weiblich,70,70 bis 74 Jahre,45, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,2,Weiblich,75,75 bis 79 Jahre,28, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,2,Weiblich,80,80 bis 84 Jahre,29, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,2,Weiblich,85,85 bis 89 Jahre,15, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2018,2,Weiblich,90,90+ Jahre,7, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,1,Männlich,0,4 Jahre oder jünger,88, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,1,Männlich,5,5 bis 9 Jahre,105, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,1,Männlich,10,10 bis 14 Jahre,105, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,1,Männlich,15,15 bis 19 Jahre,80, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,1,Männlich,20,20 bis 24 Jahre,107, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,1,Männlich,25,25 bis 29 Jahre,153, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,1,Männlich,30,30 bis 34 Jahre,158, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,1,Männlich,35,35 bis 39 Jahre,149, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,1,Männlich,40,40 bis 44 Jahre,139, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,1,Männlich,45,45 bis 49 Jahre,145, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,1,Männlich,50,50 bis 54 Jahre,162, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,1,Männlich,55,55 bis 59 Jahre,152, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,1,Männlich,60,60 bis 64 Jahre,127, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,1,Männlich,65,65 bis 69 Jahre,94, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,1,Männlich,70,70 bis 74 Jahre,115, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,1,Männlich,75,75 bis 79 Jahre,90, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,1,Männlich,80,80 bis 84 Jahre,38, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,1,Männlich,85,85 bis 89 Jahre,14, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,1,Männlich,90,90+ Jahre,9, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,2,Weiblich,0,4 Jahre oder jünger,96, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,2,Weiblich,5,5 bis 9 Jahre,86, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,2,Weiblich,10,10 bis 14 Jahre,101, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,2,Weiblich,15,15 bis 19 Jahre,73, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,2,Weiblich,20,20 bis 24 Jahre,102, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,2,Weiblich,25,25 bis 29 Jahre,114, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,2,Weiblich,30,30 bis 34 Jahre,133, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,2,Weiblich,35,35 bis 39 Jahre,133, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,2,Weiblich,40,40 bis 44 Jahre,125, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,2,Weiblich,45,45 bis 49 Jahre,136, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,2,Weiblich,50,50 bis 54 Jahre,143, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2018,2,Weiblich,55,55 bis 59 Jahre,134, 
