BFS_NR_GEMEINDE,GEMEINDE_NAME,BEZIRK_NR,BEZIRK_NAME,JAHR,GESCHLECHT_CODE,GESCHLECHT_BEZEICHNUNG,ALTER5KLASSEN_CODE,ALTER5KLASSEN_BEZEICHNUNG,ANZAHL_PERSONEN
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,1,Männlich,35,35 bis 39 Jahre,160, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,1,Männlich,40,40 bis 44 Jahre,152, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,1,Männlich,45,45 bis 49 Jahre,200, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,1,Männlich,50,50 bis 54 Jahre,214, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,1,Männlich,55,55 bis 59 Jahre,180, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,1,Männlich,60,60 bis 64 Jahre,144, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,1,Männlich,65,65 bis 69 Jahre,104, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,1,Männlich,70,70 bis 74 Jahre,87, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,1,Männlich,75,75 bis 79 Jahre,61, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,1,Männlich,80,80 bis 84 Jahre,54, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,1,Männlich,85,85 bis 89 Jahre,20, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,1,Männlich,90,90+ Jahre,6, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,2,Weiblich,0,4 Jahre oder jünger,117, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,2,Weiblich,5,5 bis 9 Jahre,122, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,2,Weiblich,10,10 bis 14 Jahre,125, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,2,Weiblich,15,15 bis 19 Jahre,115, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,2,Weiblich,20,20 bis 24 Jahre,122, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,2,Weiblich,25,25 bis 29 Jahre,141, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,2,Weiblich,30,30 bis 34 Jahre,141, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,2,Weiblich,35,35 bis 39 Jahre,168, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,2,Weiblich,40,40 bis 44 Jahre,180, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,2,Weiblich,45,45 bis 49 Jahre,196, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,2,Weiblich,50,50 bis 54 Jahre,210, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,2,Weiblich,55,55 bis 59 Jahre,160, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,2,Weiblich,60,60 bis 64 Jahre,133, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,2,Weiblich,65,65 bis 69 Jahre,85, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,2,Weiblich,70,70 bis 74 Jahre,99, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,2,Weiblich,75,75 bis 79 Jahre,74, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,2,Weiblich,80,80 bis 84 Jahre,53, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,2,Weiblich,85,85 bis 89 Jahre,36, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2017,2,Weiblich,90,90+ Jahre,17, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,1,Männlich,0,4 Jahre oder jünger,33, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,1,Männlich,5,5 bis 9 Jahre,31, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,1,Männlich,10,10 bis 14 Jahre,19, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,1,Männlich,15,15 bis 19 Jahre,29, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,1,Männlich,20,20 bis 24 Jahre,27, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,1,Männlich,25,25 bis 29 Jahre,23, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,1,Männlich,30,30 bis 34 Jahre,29, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,1,Männlich,35,35 bis 39 Jahre,36, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,1,Männlich,40,40 bis 44 Jahre,31, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,1,Männlich,45,45 bis 49 Jahre,42, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,1,Männlich,50,50 bis 54 Jahre,54, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,1,Männlich,55,55 bis 59 Jahre,42, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,1,Männlich,60,60 bis 64 Jahre,42, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,1,Männlich,65,65 bis 69 Jahre,37, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,1,Männlich,70,70 bis 74 Jahre,27, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,1,Männlich,75,75 bis 79 Jahre,18, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,1,Männlich,80,80 bis 84 Jahre,7, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,1,Männlich,85,85 bis 89 Jahre,6, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,1,Männlich,90,90+ Jahre,4, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,2,Weiblich,0,4 Jahre oder jünger,25, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,2,Weiblich,5,5 bis 9 Jahre,29, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,2,Weiblich,10,10 bis 14 Jahre,21, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,2,Weiblich,15,15 bis 19 Jahre,23, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,2,Weiblich,20,20 bis 24 Jahre,32, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,2,Weiblich,25,25 bis 29 Jahre,15, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,2,Weiblich,30,30 bis 34 Jahre,30, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,2,Weiblich,35,35 bis 39 Jahre,34, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,2,Weiblich,40,40 bis 44 Jahre,36, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,2,Weiblich,45,45 bis 49 Jahre,40, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,2,Weiblich,50,50 bis 54 Jahre,50, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,2,Weiblich,55,55 bis 59 Jahre,47, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,2,Weiblich,60,60 bis 64 Jahre,38, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,2,Weiblich,65,65 bis 69 Jahre,37, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,2,Weiblich,70,70 bis 74 Jahre,14, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,2,Weiblich,75,75 bis 79 Jahre,13, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,2,Weiblich,80,80 bis 84 Jahre,12, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,2,Weiblich,85,85 bis 89 Jahre,10, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2017,2,Weiblich,90,90+ Jahre,6, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,1,Männlich,0,4 Jahre oder jünger,76, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,1,Männlich,5,5 bis 9 Jahre,83, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,1,Männlich,10,10 bis 14 Jahre,80, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,1,Männlich,15,15 bis 19 Jahre,59, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,1,Männlich,20,20 bis 24 Jahre,77, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,1,Männlich,25,25 bis 29 Jahre,98, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,1,Männlich,30,30 bis 34 Jahre,97, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,1,Männlich,35,35 bis 39 Jahre,91, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,1,Männlich,40,40 bis 44 Jahre,92, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,1,Männlich,45,45 bis 49 Jahre,106, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,1,Männlich,50,50 bis 54 Jahre,107, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,1,Männlich,55,55 bis 59 Jahre,99, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,1,Männlich,60,60 bis 64 Jahre,95, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,1,Männlich,65,65 bis 69 Jahre,65, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,1,Männlich,70,70 bis 74 Jahre,32, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,1,Männlich,75,75 bis 79 Jahre,41, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,1,Männlich,80,80 bis 84 Jahre,17, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,1,Männlich,85,85 bis 89 Jahre,12, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,1,Männlich,90,90+ Jahre,4, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,2,Weiblich,0,4 Jahre oder jünger,81, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,2,Weiblich,5,5 bis 9 Jahre,81, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,2,Weiblich,10,10 bis 14 Jahre,68, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,2,Weiblich,15,15 bis 19 Jahre,61, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,2,Weiblich,20,20 bis 24 Jahre,66, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,2,Weiblich,25,25 bis 29 Jahre,67, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,2,Weiblich,30,30 bis 34 Jahre,81, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,2,Weiblich,35,35 bis 39 Jahre,88, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,2,Weiblich,40,40 bis 44 Jahre,65, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,2,Weiblich,45,45 bis 49 Jahre,92, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,2,Weiblich,50,50 bis 54 Jahre,114, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,2,Weiblich,55,55 bis 59 Jahre,104, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,2,Weiblich,60,60 bis 64 Jahre,63, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,2,Weiblich,65,65 bis 69 Jahre,64, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,2,Weiblich,70,70 bis 74 Jahre,51, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,2,Weiblich,75,75 bis 79 Jahre,28, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,2,Weiblich,80,80 bis 84 Jahre,22, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,2,Weiblich,85,85 bis 89 Jahre,17, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2017,2,Weiblich,90,90+ Jahre,14, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,1,Männlich,0,4 Jahre oder jünger,40, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,1,Männlich,5,5 bis 9 Jahre,35, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,1,Männlich,10,10 bis 14 Jahre,22, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,1,Männlich,15,15 bis 19 Jahre,39, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,1,Männlich,20,20 bis 24 Jahre,48, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,1,Männlich,25,25 bis 29 Jahre,60, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,1,Männlich,30,30 bis 34 Jahre,36, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,1,Männlich,35,35 bis 39 Jahre,50, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,1,Männlich,40,40 bis 44 Jahre,43, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,1,Männlich,45,45 bis 49 Jahre,41, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,1,Männlich,50,50 bis 54 Jahre,59, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,1,Männlich,55,55 bis 59 Jahre,52, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,1,Männlich,60,60 bis 64 Jahre,47, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,1,Männlich,65,65 bis 69 Jahre,32, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,1,Männlich,70,70 bis 74 Jahre,15, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,1,Männlich,75,75 bis 79 Jahre,15, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,1,Männlich,80,80 bis 84 Jahre,10, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,1,Männlich,85,85 bis 89 Jahre,2, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,1,Männlich,90,90+ Jahre,4, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,2,Weiblich,0,4 Jahre oder jünger,33, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,2,Weiblich,5,5 bis 9 Jahre,33, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,2,Weiblich,10,10 bis 14 Jahre,30, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,2,Weiblich,15,15 bis 19 Jahre,29, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,2,Weiblich,20,20 bis 24 Jahre,40, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,2,Weiblich,25,25 bis 29 Jahre,40, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,2,Weiblich,30,30 bis 34 Jahre,45, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,2,Weiblich,35,35 bis 39 Jahre,42, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,2,Weiblich,40,40 bis 44 Jahre,37, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,2,Weiblich,45,45 bis 49 Jahre,52, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,2,Weiblich,50,50 bis 54 Jahre,48, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,2,Weiblich,55,55 bis 59 Jahre,46, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,2,Weiblich,60,60 bis 64 Jahre,33, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,2,Weiblich,65,65 bis 69 Jahre,26, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,2,Weiblich,70,70 bis 74 Jahre,18, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,2,Weiblich,75,75 bis 79 Jahre,13, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,2,Weiblich,80,80 bis 84 Jahre,9, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,2,Weiblich,85,85 bis 89 Jahre,8, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2017,2,Weiblich,90,90+ Jahre,7, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,1,Männlich,0,4 Jahre oder jünger,86, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,1,Männlich,5,5 bis 9 Jahre,90, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,1,Männlich,10,10 bis 14 Jahre,88, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,1,Männlich,15,15 bis 19 Jahre,77, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,1,Männlich,20,20 bis 24 Jahre,86, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,1,Männlich,25,25 bis 29 Jahre,88, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,1,Männlich,30,30 bis 34 Jahre,93, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,1,Männlich,35,35 bis 39 Jahre,100, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,1,Männlich,40,40 bis 44 Jahre,88, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,1,Männlich,45,45 bis 49 Jahre,108, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,1,Männlich,50,50 bis 54 Jahre,141, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,1,Männlich,55,55 bis 59 Jahre,121, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,1,Männlich,60,60 bis 64 Jahre,93, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,1,Männlich,65,65 bis 69 Jahre,68, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,1,Männlich,70,70 bis 74 Jahre,68, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,1,Männlich,75,75 bis 79 Jahre,43, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,1,Männlich,80,80 bis 84 Jahre,17, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,1,Männlich,85,85 bis 89 Jahre,15, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,1,Männlich,90,90+ Jahre,7, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,2,Weiblich,0,4 Jahre oder jünger,76, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,2,Weiblich,5,5 bis 9 Jahre,75, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,2,Weiblich,10,10 bis 14 Jahre,63, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,2,Weiblich,15,15 bis 19 Jahre,88, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,2,Weiblich,20,20 bis 24 Jahre,77, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,2,Weiblich,25,25 bis 29 Jahre,77, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,2,Weiblich,30,30 bis 34 Jahre,89, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,2,Weiblich,35,35 bis 39 Jahre,85, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,2,Weiblich,40,40 bis 44 Jahre,90, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,2,Weiblich,45,45 bis 49 Jahre,97, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,2,Weiblich,50,50 bis 54 Jahre,123, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,2,Weiblich,55,55 bis 59 Jahre,98, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,2,Weiblich,60,60 bis 64 Jahre,79, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,2,Weiblich,65,65 bis 69 Jahre,73, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,2,Weiblich,70,70 bis 74 Jahre,65, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,2,Weiblich,75,75 bis 79 Jahre,44, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,2,Weiblich,80,80 bis 84 Jahre,32, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,2,Weiblich,85,85 bis 89 Jahre,15, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2017,2,Weiblich,90,90+ Jahre,12, 
4723,Braunau,2014,Bezirk Münchwilen,2017,1,Männlich,0,4 Jahre oder jünger,22, 
4723,Braunau,2014,Bezirk Münchwilen,2017,1,Männlich,5,5 bis 9 Jahre,17, 
4723,Braunau,2014,Bezirk Münchwilen,2017,1,Männlich,10,10 bis 14 Jahre,23, 
4723,Braunau,2014,Bezirk Münchwilen,2017,1,Männlich,15,15 bis 19 Jahre,25, 
4723,Braunau,2014,Bezirk Münchwilen,2017,1,Männlich,20,20 bis 24 Jahre,18, 
4723,Braunau,2014,Bezirk Münchwilen,2017,1,Männlich,25,25 bis 29 Jahre,23, 
4723,Braunau,2014,Bezirk Münchwilen,2017,1,Männlich,30,30 bis 34 Jahre,22, 
4723,Braunau,2014,Bezirk Münchwilen,2017,1,Männlich,35,35 bis 39 Jahre,28, 
4723,Braunau,2014,Bezirk Münchwilen,2017,1,Männlich,40,40 bis 44 Jahre,31, 
4723,Braunau,2014,Bezirk Münchwilen,2017,1,Männlich,45,45 bis 49 Jahre,31, 
4723,Braunau,2014,Bezirk Münchwilen,2017,1,Männlich,50,50 bis 54 Jahre,40, 
4723,Braunau,2014,Bezirk Münchwilen,2017,1,Männlich,55,55 bis 59 Jahre,27, 
4723,Braunau,2014,Bezirk Münchwilen,2017,1,Männlich,60,60 bis 64 Jahre,20, 
4723,Braunau,2014,Bezirk Münchwilen,2017,1,Männlich,65,65 bis 69 Jahre,22, 
4723,Braunau,2014,Bezirk Münchwilen,2017,1,Männlich,70,70 bis 74 Jahre,18, 
4723,Braunau,2014,Bezirk Münchwilen,2017,1,Männlich,75,75 bis 79 Jahre,8, 
4723,Braunau,2014,Bezirk Münchwilen,2017,1,Männlich,80,80 bis 84 Jahre,4, 
4723,Braunau,2014,Bezirk Münchwilen,2017,1,Männlich,85,85 bis 89 Jahre,4, 
4723,Braunau,2014,Bezirk Münchwilen,2017,1,Männlich,90,90+ Jahre,0, 
4723,Braunau,2014,Bezirk Münchwilen,2017,2,Weiblich,0,4 Jahre oder jünger,26, 
4723,Braunau,2014,Bezirk Münchwilen,2017,2,Weiblich,5,5 bis 9 Jahre,23, 
4723,Braunau,2014,Bezirk Münchwilen,2017,2,Weiblich,10,10 bis 14 Jahre,25, 
4723,Braunau,2014,Bezirk Münchwilen,2017,2,Weiblich,15,15 bis 19 Jahre,29, 
4723,Braunau,2014,Bezirk Münchwilen,2017,2,Weiblich,20,20 bis 24 Jahre,29, 
4723,Braunau,2014,Bezirk Münchwilen,2017,2,Weiblich,25,25 bis 29 Jahre,15, 
4723,Braunau,2014,Bezirk Münchwilen,2017,2,Weiblich,30,30 bis 34 Jahre,33, 
4723,Braunau,2014,Bezirk Münchwilen,2017,2,Weiblich,35,35 bis 39 Jahre,22, 
4723,Braunau,2014,Bezirk Münchwilen,2017,2,Weiblich,40,40 bis 44 Jahre,16, 
4723,Braunau,2014,Bezirk Münchwilen,2017,2,Weiblich,45,45 bis 49 Jahre,45, 
4723,Braunau,2014,Bezirk Münchwilen,2017,2,Weiblich,50,50 bis 54 Jahre,35, 
4723,Braunau,2014,Bezirk Münchwilen,2017,2,Weiblich,55,55 bis 59 Jahre,16, 
4723,Braunau,2014,Bezirk Münchwilen,2017,2,Weiblich,60,60 bis 64 Jahre,25, 
4723,Braunau,2014,Bezirk Münchwilen,2017,2,Weiblich,65,65 bis 69 Jahre,11, 
4723,Braunau,2014,Bezirk Münchwilen,2017,2,Weiblich,70,70 bis 74 Jahre,20, 
4723,Braunau,2014,Bezirk Münchwilen,2017,2,Weiblich,75,75 bis 79 Jahre,10, 
4723,Braunau,2014,Bezirk Münchwilen,2017,2,Weiblich,80,80 bis 84 Jahre,4, 
4723,Braunau,2014,Bezirk Münchwilen,2017,2,Weiblich,85,85 bis 89 Jahre,1, 
4723,Braunau,2014,Bezirk Münchwilen,2017,2,Weiblich,90,90+ Jahre,2, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,1,Männlich,0,4 Jahre oder jünger,125, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,1,Männlich,5,5 bis 9 Jahre,84, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,1,Männlich,10,10 bis 14 Jahre,128, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,1,Männlich,15,15 bis 19 Jahre,133, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,1,Männlich,20,20 bis 24 Jahre,133, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,1,Männlich,25,25 bis 29 Jahre,157, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,1,Männlich,30,30 bis 34 Jahre,160, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,1,Männlich,35,35 bis 39 Jahre,153, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,1,Männlich,40,40 bis 44 Jahre,138, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,1,Männlich,45,45 bis 49 Jahre,148, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,1,Männlich,50,50 bis 54 Jahre,182, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,1,Männlich,55,55 bis 59 Jahre,157, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,1,Männlich,60,60 bis 64 Jahre,143, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,1,Männlich,65,65 bis 69 Jahre,116, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,1,Männlich,70,70 bis 74 Jahre,92, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,1,Männlich,75,75 bis 79 Jahre,63, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,1,Männlich,80,80 bis 84 Jahre,44, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,1,Männlich,85,85 bis 89 Jahre,23, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,1,Männlich,90,90+ Jahre,3, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,2,Weiblich,0,4 Jahre oder jünger,112, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,2,Weiblich,5,5 bis 9 Jahre,97, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,2,Weiblich,10,10 bis 14 Jahre,97, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,2,Weiblich,15,15 bis 19 Jahre,127, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,2,Weiblich,20,20 bis 24 Jahre,116, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,2,Weiblich,25,25 bis 29 Jahre,152, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,2,Weiblich,30,30 bis 34 Jahre,147, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,2,Weiblich,35,35 bis 39 Jahre,117, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,2,Weiblich,40,40 bis 44 Jahre,123, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,2,Weiblich,45,45 bis 49 Jahre,171, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,2,Weiblich,50,50 bis 54 Jahre,191, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,2,Weiblich,55,55 bis 59 Jahre,157, 
4724,Eschlikon,2014,Bezirk Münchwilen,2017,2,Weiblich,60,60 bis 64 Jahre,129, 
